snippet,headline__main,year_mo_day,compound,negative,neutral,positive
"Ryan Braun, the N.L. Most Valuable Player in 2011 and one of baseball’s brightest young stars, reportedly tested positive for a performance-enhancing drug this fall.","Braun, N.L. M.V.P., Is Said to Test Positive",201112,0.8999,0,0.656,0.344
Robert Griffin III edged out Stanford quarterback Andrew Luck to become the first winner of the most storied award in college sports in Baylor’s less-than-notable football history.,Baylor’s Griffin Wins Heisman,201112,0.8905,0,0.694,0.306
"The trade talks ended when the Lakers refused to meet the demands of the N.B.A., which owns the Hornets, on a return package for Chris Paul.",Lakers’ Pursuit of Paul Falls Through Again,201112,-0.296,0.084,0.916,0
"Sandra Dorne packed her life into a small suitcase and moved many miles to be with her sister, Patricia Trivisani, who is coping with a plethora of health problems.",From Florida to Brooklyn to Care for Her Ailing Sister,201112,-0.4019,0.094,0.906,0
"A late defensive stop on fourth down helped the Midshipmen win their 10th straight game against Army in front of a crowd of 80,789 that included President Obama.","Holding Its Ground, Navy Keeps Grip",201112,0.5574,0.071,0.71,0.219
"With their 4-1 defeat of the Buffalo Sabres, the Rangers became only the fifth N.H.L. team to reach the milestone of 2,500 regular-season wins.","Rangers Gain 2,500th Regular-Season Victory",201112,0.2023,0.104,0.729,0.167
"The two-time Olympic biathlon champion Emil Hegle Svendsen edged Tarjei Boe by a tenth of a second at a World Cup 12.5-kilometer pursuit in Hochfilzen, Austria, for a Norwegian 1-2 finish.",Norwegians Finish 1-2 at Biathlon World Cup,201112,0.5994,0,0.87,0.13
"In the highest-security prison in the United States, known as the federal Supermax, one inmate writes about prison life and his views about Islamic extremism in a year-long written correspondence with a New York Times reporter.","Behind the Bars of Supermax, Contemplating Aristotle and Islamic Extremism",201112,-0.5859,0.163,0.767,0.069
"The Hall of Famer Gordie Howe filed a lawsuit over the loss of tapes, videos and personal documents.",Howe Files Suit,201112,-0.4939,0.219,0.781,0
Government television covered the protests much as they had occurred — to the surprise of many.,"On Russian TV, a Straightforward Account Is Startling",201112,0.0516,0.106,0.778,0.117
The Philadelphia 76ers signed first-round draft pick Nikola Vucevic and the second-round pick Lavoy Allen on the first day of N.B.A. training camp.,76ers Sign Draft Picks,201112,0,0,1,0
Barcelona overcame conceding one of the fastest goals in clasico history to end Real Madrid’s 15-match winning run in Bernabeu Stadium on Saturday.,"Trailing After 1 Minute, Barcelona Is in First After 90",201112,0.5267,0,0.866,0.134
"Top-ranked Luke Donald is on the verge of becoming the first golfer to win the European and American money titles, shooting a six-under-par 66 in the third round of the Dubai World Championship.",Donald Closing In on Title,201112,0.7717,0,0.817,0.183
The deputy chief of the Pakistani Taliban said an end to its four-year insurgency was within striking distance.,"Talks Under Way in Pakistan, Taliban Say",201112,0,0,1,0
"Juan Rivera, who has spent 19 years in prison for the 1992 rape and murder of Holly Staker, 11, in Illinois, was ordered freed in an opinion critical of the police and prosecutors.",Court Reverses Conviction of Man Jailed for 19 Years in Rape and Murder,201112,-0.9231,0.328,0.613,0.059
"Tim League, who created the Alamo Drafthouse movie-theater chain, is now a film distributor. With the whole indie-film genre not as healthy as it used to be, he’s taking quite a chance.",Drafthouse Founder Tries Hand at Film Distribution,201112,0.2582,0.067,0.805,0.128
"After the police cleaned up the site of Occupy San Francisco last week, it was up to the protesters to recover their possessions from a pile of items at a maintenance yard.",Retrieving Valuables Left Behind After a Raid,201112,-0.2263,0.061,0.939,0
An audit of the San Francisco Arts Commission stated that its operations are a mess. Now many fear that serious damage may have been done to the city’s financing of the arts.,Tough Questions After Audit of Arts Panel,201112,-0.8481,0.274,0.726,0
"When someone dies on the railroad tracks, suicide or not, the engineer driving the train is almost certain to suffer from post-traumatic stress disorder.","For the Engineer, a Death on the Tracks Means Horrifying Memories",201112,-0.9087,0.389,0.558,0.053
At least four reports are being prepared that will examine for the first time how a historic reduction in financing has affected public schools.,Several Efforts Under Way to Measure Effect of Texas’ Budget Cuts on Schools,201112,0.0772,0.065,0.857,0.078
"Tucked between Bernal Heights and the Excelsior, the 320 homes in St. Mary’s Park are laid out on streets shaped like a bell.",St. Mary’s Park,201112,0.4939,0,0.826,0.174
"Representative Scott Hochberg is retiring after 20 years in the Texas House, and he will be particularly missed next session when lawmakers tackle education issues, one of his areas of expertise.","Another Hole in House, With Much to Be Done",201112,-0.3597,0.077,0.923,0
"Tim Tebow is on a winning streak with the Broncos, but not all the skeptics have gone away.",Re-Evaluating Tebow as the Bears Gear Up,201112,0.3907,0,0.805,0.195
"The only lesson from Rod Blagojevich’s 14-year sentence may be that privilege buys reduced prison time. At this point, a second Constitutional Convention is something to think about.","Let’s Do Something About Privilege, Donors, Corporations and the Constitution",201112,-0.128,0.106,0.772,0.122
Readers debate how allowing cameras in the Supreme Court would affect its proceedings and public image.,Sunday Dialogue: Putting the Justices on TV,201112,0.5574,0,0.806,0.194
Test your knowledge of recent events.,Wait Wait... Don’t Tell Me!,201112,0,0,1,0
"Friends, co-workers and relatives describe Mitt Romney as something of a paradox: a man devoted to making money who has never become comfortable with his own wealth.","Two Romneys: Wealthy Man, Thrifty Habits",201112,0.7094,0.124,0.604,0.272
Republicans argue that income inequality is a necessary part of economic growth. It’s not.,The 1 Percent Club’s Misguided Protectors,201112,0.0516,0.15,0.688,0.163
Traders who once woke up at dawn to get an edge are rising in the dead of night to buy and sell credit default swaps from their bedrooms.,"In Euro Era, Opening Bell Is a 2:30 A.M. Alarm",201112,-0.4019,0.131,0.79,0.079
"The Denver Broncos’ Tim Tebow has started a Web sensation, with people recreating his post-touchdown posture and posting the pictures proudly online.","Tebowing on the Gridiron, and Off",201112,0.5574,0,0.847,0.153
Newt Gingrich’s smear campaign on the justice system threatens the independence of judges and the Constitution.,Mr. Gingrich’s Attack on the Courts,201112,-0.1779,0.237,0.605,0.158
"Foreclosures and home abandonments have inspired creative thinkers, political protesters and civic leaders who envision new uses for homes besides nesting.","Goodbye House, Hello Pot Plantation",201112,-0.2263,0.266,0.532,0.203
Alaskan natural gas could provide an alternative to coal in electricity production and to oil in transportation.,The Pipeline We Actually Need,201112,0.3612,0,0.865,0.135
"The United States — that epitome of the middle-class society, of the egalitarian dream that pulled millions of immigrants away from Latin America — has begun to go Latin American.",What Latin America Can Teach Us,201112,0.5859,0,0.854,0.146
"When I read about Alec Baldwin and his Twitter tantrum over American Airlines, I realized how much my dad, a Hollywood guy, would have loved to tweet.",If My Dad Could Tweet,201112,0.2732,0.098,0.767,0.136
"With 11 acts over three and a half hours, there was little room for artistic expression at the radio station extravaganza known as Jingle Ball, unless you’re Lady Gaga.",Lady Gaga Rewrites the Script at Jingle Ball,201112,0,0,1,0
American intelligence agencies have ignored China for too long. Now Beijing’s spies are catching up.,China’s Spies Are Catching Up,201112,0.2023,0.125,0.707,0.168
"Nagorno-Karabakh is paying couples to have children, but is the solution simply to increase the birthrate, without first improving education, infrastructure and employment opportunities?",The National Womb,201112,0.7432,0.093,0.619,0.288
"The elections, in the aftermath of violence after the previous president refused to accept his defeat, are expected to strengthen support for the current one.",Election Day Is Calm in Ivory Coast,201112,-0.4019,0.259,0.529,0.212
Remarks by a prominent Orthodox spokesman appeared intended to get the church back out in front of individual clergy members’ condemnations of election rigging.,Russian Orthodox Church Adds Influential Voice to Calls for Election Reform,201112,0.3182,0,0.905,0.095
"Pressed by the state to take more prisoners but facing tightening budgets, California counties face hard choices.","In California, a Plan to Charge Inmates for Their Stay",201112,-0.4398,0.206,0.794,0
"A 2 ½-year-old Airedale terrier who ran to retrieve a Frisbee jumped into the Hudson River on Sunday afternoon, but he was quickly rescued by a police boat.",Police Boat Rescues Dog From the Hudson,201112,0.5719,0,0.861,0.139
"Patrick Sharp scored his 16th goal of the season, steering in a loose puck off a rebound at 4 minutes 26 seconds of overtime to push the host Chicago Blackhawks past the San Jose Sharks, 3-2.",Sharp Lifts Blackhawks,201112,-0.3182,0.067,0.933,0
"The junior partner in the coalition government, whose party favors closer links to the Continent, said the veto put Britain in danger of being marginalized.",Partner in British Coalition Criticizes Cameron’s Veto on Europe Treaty,201112,0.0772,0.113,0.731,0.156
"Lottery numbers for New York, New Jersey and Connecticut.",Lottery Numbers,201112,0,0,1,0
"With the Supreme Court entering a dispute over the district lines drawn by state lawmakers and those created by a federal court, the status of upcoming elections is uncertain.",Texas Elections Are in Limbo Over Redistricting Issue,201112,0.1779,0.146,0.687,0.167
Assemblyman Hakeem Jeffries called his bill a response to racist Facebook remarks attributed to police officers about the West Indian American Day Parade.,Legislation Would Make New Officers Live in City,201112,-0.6124,0.16,0.84,0
