snippet,headline__main,year_mo_day,sentiment_analysis,compound,negative,neutral,positive
Ronell Wilson was found guilty today of the shooting death of two undercover detectives three years ago.,Man Convicted in Killing of Undercover Detectives,20061220,-0.7717,-0.7717,0.309,0.691,0
"The decline of the dollar is punishing Asia’s smaller economies, the governor of the Thai central bank said today.",Thai Stock Market Rebounds From Plunge,20061220,-0.5574,-0.5574,0.167,0.833,0
"Former U.S. Attorney General Ramsey Clark, a member of the ex-dictator’s defense team, also called the trial unfair.",Lawyer Predicts Bloodshed if Hussein Is Executed,20061220,-0.3818,-0.3818,0.158,0.765,0.077
Some lawmakers have predicted such a ruling would create a loophole in campaign finance law.,Court Allows Issue Ads During Campaigns,20061221,0.2732,0.2732,0,0.851,0.149
"The Russian energy monopoly, bought control of the world’s largest combined oil and natural gas development.",Gazprom Gains Control of Giant Energy Project,20061221,0.5574,0.5574,0,0.753,0.247
"The unit was sold for about $3.3 billion to Onex, the Toronto-based investment firm, in a joint deal with Goldman Sachs.",Raytheon Sells Business-Jet Division,20061221,0,0,0,1,0
Markets in Thailand resumed their downward slide today as investors seemed to conclude that the financial policies of the military-appointed government were in disarray.,Thai Markets Fall on Government’s Financial Moves,20061221,0,0,0,1,0
President Mahmoud Ahmadinejad suffered a major setback with today’s announcement of results in city council elections nationwide.,Voters Deal Setback to Iranian President,20061221,-0.4939,-0.4939,0.176,0.824,0
Enlisted soldiers voiced support for the proposal to Defense Secretary Robert M. Gates on his second day in Iraq.,"Gates, in Iraq, Hears Support for More Troops",20061221,0.4939,0.4939,0,0.802,0.198
Piergiorgio Welby died after a doctor sedated him and removed the respirator that had kept him alive for the last nine years.,Euthanasia Advocate in Italy Dies,20061221,-0.25,-0.25,0.143,0.754,0.103
There were also forecasts of ice storms in Minneapolis and possible flooding in New Orleans.,Major Winter Storm Paralyzes Denver,20061221,0,0,0,1,0
"The economy grew at a more sluggish pace this summer than the government first reported, advancing by the smallest amount in more than three years.",Summer’s Economic Growth Is Revised Downward,20061221,-0.4576,-0.4576,0.115,0.885,0
The sudden death raised questions about succession and stability for an essential supplier of energy to Europe.,"Saparmurat Niyazov, Turkmen Leader, Dies at 66",20061221,-0.25,-0.25,0.179,0.642,0.179
"In his hometown, stories and accounts of Ban Ki-moon’s birth and childhood make him sound like a sagacious Confucian scholar out of Korea’s dynastic past.","On His Ancestors’ Wings, a Korean Soars to the U.N.",20061222,-0.2732,-0.2732,0.128,0.783,0.089
Discovery returned safely to Earth today after a 13-day mission to rewire the International Space Station.,Shuttle Lands at Kennedy Space Center\n,20061222,0.4939,0.4939,0,0.814,0.186
The industry signed a code calling for more robust body imagery at fashion shows and in advertising campaigns.,Italian Fashion Industry Pledges to Fight Anorexia,20061222,0.4005,0.4005,0,0.856,0.144
A parliamentary commission placed blame for the hundreds of deaths on the Chechan-led militants alone.,Russia Excuses Itself in Final Report on Beslan,20061222,-0.5267,-0.5267,0.268,0.732,0
"There were outbursts of violence, but the death toll was small and the streets were generally quiet.",Violence Between Palestinian Factions Eases,20061222,-0.836,-0.836,0.345,0.655,0
"The district attorney dropped rape charges against three former Duke University lacrosse players, but plans to go forward with sexual assault and kidnapping charges.",Rape Charges Dropped in Duke Case,20061222,-0.9052,-0.9052,0.38,0.62,0
The decision came after a tip from a woman who met the pair shortly before they disappeared.,Search for U.S. Climbers Narrows in China,20061222,-0.2263,-0.2263,0.119,0.881,0
New York’s comptroller quit his post and pleaded guilty to a single felony charge after arranging a deal with prosecutors that will spare him prison time.,"Hevesi Resigns, Pleading Guilty to Fraud Count",20061222,-0.8625,-0.8625,0.314,0.686,0
Officials said it could take days to clear the backlog of passengers who were stranded during the blizzard.,Flights Resume at Denver Airport After Blizzard,20061222,0.3818,0.3818,0,0.867,0.133
The decision by the United States government to cancel a major joint military exercise with the Philippines has been met with reproof.,Manila Accuses U.S. of ‘Pressure’ Over Jailed Marine,20061222,0.2023,0.2023,0.084,0.798,0.118
"A Sports of The Times column on Dec. 14 about Lamar Hunt, the main founder of the American Football League, misstated the television network that had a contract to broadcast A.F.L. games in 1966, when the merger with the National Football League w...",For the Record,20061223,0,0,0,1,0
"A front-page article yesterday about murder charges brought against four marines for the killing of two dozen civilians in the village of Haditha, Iraq, last year, misspelled the hometown of one of them. Stephen B. Tatum is from Edmond, Okla., not...",For the Record,20061223,-0.4521,-0.9042,0.232,0.768,0
"A picture with an obituary yesterday of Jerry Berns, a former proprietor of the “21” Club in Manhattan, was printed in error. The man on the right, who was incorrectly identified in the 1985 photograph as Mr. Berns, is Sheldon Tannen, a co-owner o...",Correction,20061223,-0.20095,-0.4019,0.063,0.937,0
Federal scientists have found new evidence supporting the widely held theory that lightning sparked a huge methane gas explosion that killed 12 men in the Sago Mine last January. Sandia National Laboratories said its lightning experts spent 10 day...,West Virginia: More Testing in Mine Inquiry,20061223,-0.0386,-0.0772,0.101,0.783,0.116
"A federal appeals court struck down the Bush administration’s strategy for reducing smog. The Environmental Protection Agency rules for forcing state cleanups of smog do not meet Clean Air Act requirements, a three-judge panel of the United States...",Appeals Court Rejects Bush Smog Plan,20061223,-0.3307,-0.5938,0.204,0.73,0.066
"The United States Postal Service said it planned to raise rates on international mail in May and rename the categories to make them similar to those used for domestic mail. For example, international “airmail letter post” and “economy letter post”...",Higher Rates for International Mail,20061223,0.21075,0.4215,0,0.933,0.067
"White House officials said they were aware that some Democrats and Muslims were urging President Bush to admonish Representative Virgil H. Goode Jr., Republican of Virginia, and Dennis Prager, the conservative commentator, for suggesting that the ...",Bush Is Urged to Act on Criticism of Muslim,20061223,0,0,0,1,0
"A Norwalk couple accused of forcing some of their 11 adopted special-needs children to sleep in chicken-wire cages were convicted of endangerment and abuse. A jury found the couple, Michael Gravelle, 57, and his wife, Sharen, 58, guilty of four fe...",Ohio: Couple Convicted of Child Abuse,20061223,-0.58605,-0.8481,0.204,0.796,0
"The Forest Service announced new winter recreation rules for Logan Canyon, the agency’s latest effort to resolve a years-old conflict between snowmobilers and cross-country skiers over access to 9,500 acres in the Wasatch-Cache National Forest. Th...",Utah: New Rules for Canyon Recreation,20061223,0.0386,0.0772,0.061,0.871,0.069
"Three Army soldiers died Thursday when their Black Hawk helicopter crashed on a mountain in a night training mission near the Cascade Range, military officials said. The helicopter crashed about 9 p.m. on the 1,800-foot Mount Peak, southeast of En...",Washington: 3 Soldiers Killed in Crash,20061223,-0.2787,-0.5574,0.091,0.909,0
"Like New York City’s gritty but fast-gentrifying neighborhood of the same name, San Diego’s East Village was until a few years ago a crime-ridden district.","East Village, Out West in San Diego",20061224,0.1901,0.1901,0,0.926,0.074
Macy’s displays along Broadway designed by Paul Olszewski have thundering music and interactive features that allow the viewer to participate.,The Big Show,20061224,0.2263,0.2263,0,0.909,0.091
"Tamil Tiger rebels said they rescued the crew of a disabled Jordanian ship, but Sri Lankan officials said today that the rebels illegally boarded the ship.",Dispute in Sri Lanka Over Disabled Ship,20061224,-0.1779,-0.1779,0.131,0.8,0.069
Hamas dismissed as inconsequential concessions made by Israel in talks with the Palestinian Authority president.,Hamas Criticizes Palestinian Talks With Israel,20061224,0.0772,0.0772,0,0.915,0.085
Iran also said it would reconsider its relations with the international nuclear monitoring agency.,Iran Vows to Continue Nuclear Program,20061224,0,0,0,1,0
"With the bombings, Ethiopia openly escalated its conflict with Somalia’s Islamist fighters into a dreaded regional war.",Ethiopian Warplanes Attack Somalia,20061224,-0.8779,-0.8779,0.481,0.519,0
An article today on Page 4 of Arts & Leisure about the Broadway highlights and misfires of 2006 refers incorrectly to “Tarzan.” The show is still running; it has not closed.,Correction: Coming to Terms With the Men on the Corner,20061224,0,0,0,1,0
An article today on Page 4 of Arts & Leisure about the Broadway highlights and misfires of 2006 refers incorrectly to “Tarzan.” The show is still running; it has not closed.,Correction: Finding Funds to Keep the Play in Playland,20061224,0,0,0,1,0
Power 105’s Carl Blaze died more than two weeks after he was shot 13 times outside an Upper Manhattan apartment.,Disc Jockey Dies of Bullet Wounds,20061224,-0.5574,-0.5574,0.159,0.841,0
Authorities are investigating a confrontation between a former detective and a retired police officer in Staten Island that led to the death of a man who tried to intervene.,Intervention in S.I. Dispute Turns Deadly,20061224,-0.7351,-0.7351,0.212,0.788,0
"The Eagles clinched a postseason berth and took command of the N.F.C. East, while administering a dose of humility to the Dallas Cowboys on Monday night.",Garcia Leads Eagles Over Cowboys and Into Playoffs,20061225,0,0,0,1,0
The process of recovery from the tsunami has been a mixture of progress and disappointment.,"For Survivors of 2004 Tsunami, Recovery Is Slow",20061225,-0.128,-0.128,0.182,0.663,0.155
"Hundreds of British soldiers laid siege to a police station in Basra today, killing seven gunmen and rescuing 127 prisoners from almost certain execution.","British Troops Raid Iraqi Police Station, Killing 7",20061225,-0.7841,-0.7841,0.261,0.678,0.061
The move is part of a package of concessions Israel’s prime minister presented to the Palestinian president Saturday.,Israel Approves Removal of West Bank Checkpoints,20061225,0,0,0,1,0
Dr. Frank Stanton was a central figure in the development of television broadcasting and the industry’s most articulate and persuasive spokesman.,"Frank Stanton, Broadcasting Pioneer, Dies at 98",20061225,0,0,0,1,0
"Hawaii quarterback Colt Brennan broke the N.C.A.A. single-season record for touchdown passes Sunday, throwing five in a 41-24 victory over Arizona State in the Hawaii Bowl to push his total to 58.",Hawaii Quarterback Sets Record in Victory,20061225,-0.4215,-0.4215,0.085,0.915,0
