snippet,headline__main,year_mo,compound,negative,neutral,positive
"A new party, Brut, introduces leather to a younger generation of gay men, but it’s more about costume than kinky lifestyle.",Gay Leather Scene Tones Down From Hard-Core to Dress-Up,201512,0.5859,0,0.725,0.275
"Most beauty-product buyers are women, but here it’s a brawny guy who pores over the night creams and lipglosses.",Net-a-Porter’s Unexpected King of Beauty,201512,0.6072,0,0.854,0.146
"Leaning on her husband’s record of lifting wages and creating jobs, Mrs. Clinton is castigating Republicans for policies she says led to the downturns that Mr. Clinton and President Obama inherited.",Hillary Clinton Confidently Embraces Bill Clinton’s Economic Record,201512,0.2144,0,0.907,0.093
"Last December, because of injuries and alcohol abuse, Jay Guillermo thought he was through as a football player. Now he is the starting center on the top-ranked Tigers’ rebuilt line.",A Lineman Has a Personal Triumph in Clemson’s 13-0 Year,201512,0,0,1,0
What rap artists contributed to a brief explaining to the Supreme Court that rap music is a political and artistic juggernaut that deserves attention and First Amendment protection?,News Q’s | Hip-Hop Stars Support Mississippi Rapper in First Amendment Case,201512,0.296,0,0.932,0.068
"After conquering their enemies, a group of triumphant warriors return home to rejoice with their nation. What starts as a day of celebration, quickly turns to horror as the group discovers that the world they lived in has changed forever. Defeatin...",Morning Star,201512,-0.6369,0.13,0.87,0
"A special prosecutor said, however, that “the case is still open,” and that grand jurors would reconvene next month to discuss other aspects of it.",Grand Jury Declines to Indict Anyone in Death of Sandra Bland,201512,0.5574,0,0.874,0.126
"Recruit said it would buy USG People, a Dutch competitor, for 1.61 billion euros.",Japanese Human Resources Company in Deal for Bigger European Presence,201512,-0.1531,0.143,0.726,0.131
"When you work with inmates, progress means never hearing from your patients again.",Prison Psychotherapy,201512,0.6908,0,0.794,0.206
Nearly three million dogs and cats are killed in shelters each year. Here are some strategies that could drastically reduce those numbers.,How Smart Animal Shelters Aim for ‘Zero Kill’,201512,0,0,1,0
The much needed reforms will give countries like China and India a greater say in the organization.,Congress Gets Out of the I.M.F.’s Way,201512,0.4215,0,0.811,0.189
Gov. Andrew Cuomo’s plan to pardon thousands of youthful offenders is welcome news.,A Step Forward for Juvenile Offenders,201512,-0.6705,0.176,0.824,0
The president of the Mayo Clinic writes that commercial insurance should be included in reimbursement analysis.,Value in Medical Care,201512,0.6124,0,0.737,0.263
Readers discuss The Times’s coverage of the debate and the image projected by each of the three candidates.,How the Candidates Did in the Democratic Debate,201512,0.6249,0.131,0.471,0.398
"Pediatricians say the practice is troubling, but it may be an option when the risk-benefit equation is unknown.",On Babies Given Antipsychotics,201512,0,0,1,0
"This short video celebrates the discovery of the coelecanth, the fossil-like fish time left behind.",Animated Life: Coelacanth,201512,0,0,1,0
"Why do people read horoscopes, even while they say they don't believe in astrology?",The Charm in Our Stars,201512,-0.3071,0.117,0.883,0
"With an eight-year suspension from soccer seemingly ending his long reign as FIFA president, Sepp Blatter said he was sorry — for being “a punching ball.”","Blatter Is a Fallen Emperor, Clothed in Self-Pity",201512,0.5719,0,0.791,0.209
New York Times editors pore over tens of thousands of the year’s images to come up with the best and strongest collection.,The Year in Pictures: How We Made the Cut,201512,0,0,1,0
New York Times editors pore over tens of thousands of the year’s images to come up with the best and strongest collection.,The Story Behind The Times’s Year in Pictures,201512,-0.0772,0.049,0.951,0
"The launch and landing could become a familiar sight in spaceflight, allowing rockets to be refurbished and reused.",SpaceX Successfully Lands Rocket After Launch of Satellites Into Orbit,201512,0.7964,0,0.738,0.262
"We should know by now that protecting the N.F.L. shield comes first, spinning the story second, and doing what’s right a distant third.","With Beckham Suspension, N.F.L. Belatedly Acts to Cover Itself",201512,0.7964,0,0.738,0.262
"In this video made by Mr. Pu last year, which the J.M.S.C. in Hong Kong provided with subtitles, Mr. Pu interviews an ex-government official about how he was questioned by Communist Party investigators.",Pu Zhiqiang Interviews Official on Abuse,201512,0,0,1,0
"Quotation of the Day for Tuesday, December 22, 2015.",Quotation of the Day,201512,0,0,1,0
"Corrections appearing in print on Tuesday, December 22, 2015.","Corrections: December 22, 2015",201512,-0.2263,0.15,0.777,0.072
"Halfway into his four-year term, Mayor Bill de Blasio cited some victories but said that leading 8.5 million New Yorkers had proved to be a bigger challenge than he expected.","Mayor de Blasio Concedes Mistakes and Says, ‘I Want to Do Better’",201512,0,0,1,0
"Two best friends warily circle each other in “Queen of Earth,” Alex Ross Perry’s thriller; ABC News looks back on the year’s biggest headliners; and some courageous chefs cook with raccoon.",What to Watch Tuesday,201512,0,0,1,0
This word has appeared in nine New York Times articles in the past year.,Word of the Day + Quiz | irreproachable,201512,0.1154,0,0.951,0.049
"This is the soup that inspired the Campbell's ""Mmm Good"" campaign.",null,201512,0.9022,0,0.691,0.309
"MOINESTER--Roslyn. March 10, 1917 - December 20, 2015. A longtime resident of Coconut Creek, FL. Daughter of Gussie and Louis Weisinger. Preceded in death by husband Louis. She leaves behind loving daughter, June and numerous nieces and a nephew. ...","Paid Notice: Deaths MOINESTER, ROSLYN",201512,0,0,1,0
"ZANK--Morton I. (Mac), of Boca Raton, FL formerly of Yonkers, NY, passed away peacefully on December 19, 2015 at the age of 95. He was predeceased by his beloved wife Edith. Loving father of Carole (Phil) Gruber and Richard (Lisa) Zank. Grandfathe...","Paid Notice: Deaths ZANK, MORTON I",201512,0.7269,0,0.596,0.404
"MASUR--Kurt. The members of The Lotos Club mourn the loss of their distinguished colleague and longtime friend, Kurt Masur, and send condolences to his family. 1/3","Paid Notice: Deaths MASUR, KURT",201512,0,0.091,0.818,0.091
"BAHNY--Barbara Sharon, 56, on December 19th. Former Director of Public Relations at the Willard Hotel in Washington, D.C., recently relocated to New York City as Area Director of Public Relations at the Barclay Hotel. She was a world traveler, occ...","Paid Notice: Deaths BAHNY, BARBARA SHARON",201512,0.891,0,0.786,0.214
"MUNKELT--Albert G.,died earlier this year in Wilton, CT. Beloved husband Of the late Marjorie Starry and beloved father of Brooks (Zita) and Suzanne. He was born April 21, 1918 in New Britain, CT. Son of Albert Ernst Munkelt and Helen Gleason, he ...","Paid Notice: Deaths MUNKELT, ALBERT G.",201512,-0.2263,0.163,0.735,0.102
"GOOT--Ebbie. The Yeshiva University family is saddened by the recent passing of Ebbie Goot, beloved wife for 70 years of Irwin Goot, both active and highly respected members of the Houston, Texas Jewish community. She was the cherished, loving and...","Paid Notice: Deaths GOOT, EBBIE",201512,0,0,1,0
"EZRATTY--Joseph, beloved father of Monte, Brian, and Raif, father-in-law of Jackie, Debbie, and Elena and grandfather of Jake, Joanna, Robbie, Sydney, Bradley, Samantha, Danielle and beloved husband of the late Pearl Ezratty and wonderful and lovi...","Paid Notice: Deaths EZRATTY, JOSEPH",201512,0.765,0,0.861,0.139
"RENICK--Theodore M. Dad and Poppy, 10 years gone, missing and loving you always. Jamie, Howard, Jordana and Caroline 1/3","Paid Notice: Memorials RENICK, THEODORE M",201512,0.9216,0.063,0.63,0.307
"WEISS--Rabbi Joseph (Yosef). The Rabbi Isaac Elchanan Theological Seminary (RIETS), an affiliate of Yeshiva University, and the Yeshiva University family mourn the passing of the revered Senior member of RIETS faculty who has taught for some 75 ye...","Paid Notice: Deaths WEISS, RABBI JOSEPH (YOSEF)",201512,0.8834,0,0.762,0.238
"GARITY--Natalie Lyons. 12/22/89. Your love, support and optimism has guided me through life. Miss you and love you Mom. Susie 1/3","Paid Notice: Memorials GARITY, NATALIE LYONS",201512,0.4019,0.095,0.736,0.169
"MASUR--Kurt. The New York Philharmonic deeply mourns the loss of our inspiring and dedicated Music Director Emeritus Kurt Masur (Music Director, 1991-2002). Maestro Masur's dedication to expressing humanism through music was most vivid in the wake...","Paid Notice: Deaths MASUR, KURT",201512,0.128,0.067,0.855,0.078
"GOLDBERG--Lillian Berger, 103, of Jamaica Estates, NY, died on December 20, 2015. Devoted wife of the late Judge M. Marvin Berger and then of the late Maurice Goldberg. Beloved mother of Howard and Joel Berger. Adored grandmother of Danny, Jeffrey...","Paid Notice: Deaths GOLDBERG, LILLIAN BERGER",201512,0.9325,0.05,0.497,0.453
"GREENDLINGER--Steven, 73, of Lynbrook, NY, passed away on Sunday, December 20, 2015. The funeral, with a brief graveside service, will be held at 10:30am on Wednesday, December 23, 2015 at New Montefiore Cemetery, West Babylon, NY. Star of David M...","Paid Notice: Deaths GREENDLINGER, STEVEN",201512,-0.1171,0.142,0.726,0.132
"MENIN--Edward B. ""Bud."" Died suddenly on December 19 at the age of 84. Fiercely devoted husband of Debbie for 60 years. Tremendous father to Lisa (Jade), Craig (Shelley) and Pam (Amir). Proud Poppy to Sydni, Raina and Blake. Beloved brother of Rhe...","Paid Notice: Deaths MENIN, EDWARD B",201512,0.6369,0.074,0.744,0.182
"BARKET--Keith Farris. Nov. 12, 1961 - Dec. 22, 2010 In Loving Memory Five years ago today, the greatest light in our lives was extinguished. With each day that passes, we miss you more. We send our eternal love, and gratitude that you were ours, o...","Paid Notice: Memorials BARKET, KEITH FARRIS",201512,-0.5106,0.104,0.896,0
"Joseph Lemm, a New York City police detective, was among six American military service members killed in a suicide bombing on Monday in Afghanistan, officials said.",New York Detective on 3rd Tour of Duty Is Among Dead in Afghanistan,201512,0.6705,0.071,0.75,0.179
"Brandon Doughty capped his career by throwing for 461 yards and three touchdowns as No. 25 Western Kentucky beat South Florida, 45-35, in the Miami Beach Bowl.",Western Kentucky Tops South Florida,201512,0.9432,0.028,0.694,0.278
Ben Bentil scored a career-high 32 points and added 12 rebounds to lead No. 10 Providence (12-1) to a 90-66 win at Massachusetts (6-5).,Providence Routs UMass,201512,-0.875,0.29,0.71,0
"Kjetil Jansrud and Aksel Lund Svindal of Norway took the top two spots in the debut of the parallel giant slalom in Alta Badia, Italy.",Norwegians Finish 1-2,201512,-0.296,0.078,0.922,0
"The Colorado Rockies agreed to a three-year, $10.4 million contract with the right-handed reliever Adam Ottavino.",Rockies Sign Reliever,201512,0.3818,0.085,0.769,0.146
